song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
A la Hora,Ocho y Media,0.681,0.896,9,-3.024,1,0.0456,0.662,0.0277,0.102,0.946,94.062,278187,4
Evil Ways,Otis Spann,0.52,0.445,5,-11.567,1,0.0294,0.991,0.367,0.278,0.57,115.351,233880,4
Crack,RUN-DMC,,,,,,,,,,,,,
Missing,Nicola Fasano feat. Paula B.,,,,,,,,,,,,,
La Vida Eres,Orquesta Sublime,,,,,,,,,,,,,
When The Saints Go Marching In,Precious Bryant,0.53,0.297,9,-9.47,1,0.0401,0.912,0.000384,0.123,0.267,132.915,164827,4
Baby I,Peter Spence,0.754,0.442,8,-9.381,1,0.194,0.0376,1.9e-05,0.0698,0.67,145.948,280000,4
Drown The Dog!,Elmer Bernstein,,,,,,,,,,,,,
Pata Pata,Vusi Mahlasela,0.66,0.833,2,-5.906,1,0.0351,0.00325,2.52e-06,0.0382,0.962,138.018,273267,4
Atotonilco,Marimba Alma De Chiapas De Juan Palacios,,,,,,,,,,,,,
Out In The Street (Live In Cleveland_ Ohio),UFO,,,,,,,,,,,,,
Charley_ My Boy,Eddie Cantor,,,,,,,,,,,,,
The Quality of Life,Charlie Peacock,0.613,0.645,1,-7.8,1,0.04,0.16,0.000827,0.0999,0.72,137.287,130048,4
Humppa,Kapelle Herrenweide,0.516,0.642,2,-11.692,0,0.0394,0.105,0,0.0719,0.743,108.398,214360,4
Player No More,Singing Melody,0.666,0.44,9,-13.259,1,0.151,0.362,0,0.392,0.567,81.14,180000,4
Choral : Komm_ Heiliger Geist_ BuxWV 199 (Remasterisé En 2010),Lionel Rogg,,,,,,,,,,,,,
Town Topic (Instrumental),Casiotone For The Painfully Alone,,,,,,,,,,,,,
Waterfall,Jeff Wahl,0.656,0.497,11,-22.852,1,0.0979,0.953,0.97,0.11,0.262,121.718,43893,4
It's So Hard To Stumble (When You're Down On Your Knees),Lou Reid & Carolina,,,,,,,,,,,,,
Goodnight Girl,Wet Wet Wet,0.271,0.191,9,-15.844,1,0.0313,0.728,0,0.336,0.435,179.526,221267,4
Print,Jacob Young,0.387,0.281,2,-21.745,0,0.0402,0.735,0.927,0.167,0.497,129.787,342987,4
Soon Come (2002 Digital Remaster),Peter Tosh,,,,,,,,,,,,,
The Bubble,Tha Liks featuring King T,,,,,,,,,,,,,
Dios Bendiga,Andy & Lucas,0.656,0.935,1,-3.324,0,0.118,0.332,0,0.123,0.659,143.844,289120,4
La Ley De La Vida,Fito Paez,0.711,0.769,11,-6.058,0,0.037,0.341,0,0.454,0.75,124.946,273040,4
Ai De Jie Shi,Leo Ku,,,,,,,,,,,,,
Because - Part 1,Buddy Johnson,0.251,0.171,1,-8.443,1,0.0306,0.981,0.0152,0.0609,0.152,87.668,173373,4
If I Had My Way I'd Tear This Building Down,Blind Willie Johnson,0.594,0.377,5,-13.655,1,0.0988,0.984,0.0532,0.141,0.605,81.49,192133,4
An Afternoon On the Moon (Jet Jaguar's Remix),Rhian Sheehan,,,,,,,,,,,,,
The Dance at The Gym,The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra,,,,,,,,,,,,,
Doin' It,Riviera Regime,,,,,,,,,,,,,
The Education Of Jamie,The Family Stand,,,,,,,,,,,,,
Jokers and Thieves,Chris Vickery,0.611,0.564,0,-9.49,1,0.0336,0.569,0.0115,0.162,0.606,141.966,191707,4
Shi Qu Ni,Elva Hsiao,,,,,,,,,,,,,
Awake (Album Version),Onesidezero,,,,,,,,,,,,,
Maudits anglois,Alexis HK,0.576,0.636,11,-12.549,0,0.151,0.635,0,0.305,0.389,79.936,204973,4
Rainin' In My Heart,The Fabulous Thunderbirds,,,,,,,,,,,,,
Wanna Be A Star,Kool Keith,0.806,0.87,0,-3.257,1,0.248,0.516,0.101,0.106,0.5,90.52,222440,4
Luminous Bliss,Atman,,,,,,,,,,,,,
Boat Day At the Marina,Forensics,,,,,,,,,,,,,
La Luna Enamora - Original,Bobby Capo,,,,,,,,,,,,,
When Will I Be Loved,Sandy Posey,0.685,0.585,4,-13.315,1,0.0343,0.153,0,0.116,0.836,121.06,125453,4
Again,Radney Foster,0.439,0.539,0,-4.885,1,0.0328,0.39,0.000331,0.191,0.349,140.823,208133,4
Gangsta's Fairytale 2 (Explicit),Ice Cube,,,,,,,,,,,,,
Fanfare For Freedom,US Coast Guard Band,,,,,,,,,,,,,
Why We Thugs (edited version),Ice Cube,,,,,,,,,,,,,
Are We Really Doing Your Will,The Winans,0.489,0.33,0,-12.616,1,0.0484,0.664,2.19e-06,0.562,0.335,138.164,252493,4
Contessa Entellina,Stephan Micus,0.119,0.00888,8,-26.802,1,0.044,0.962,0.0134,0.223,0.0397,61.924,274600,4
Religion,Kathleen Madigan,0.594,0.6,7,-13.809,1,0.922,0.657,0,0.915,0.515,116.618,225627,3
Le Théâtre / Bof L'Important C'Est D'Aimer,Georges Delerue,,,,,,,,,,,,,
S.O.S.,A-Studio,,,,,,,,,,,,,
Can't Hold Back,Bellatrax feat. Tina Cousins,,,,,,,,,,,,,
Narrow Grave,Army of the Pharoahs,,,,,,,,,,,,,
Derek Taylor - Introduction,The Beatles,,,,,,,,,,,,,
Juguete,Cheo Feliciano,0.318,0.456,3,-9.143,1,0.03,0.396,1.79e-06,0.16,0.554,157.445,254370,4
I Put a Spell on You,Screamin' Jay Hawkins,0.744,0.434,5,-10.807,0,0.0845,0.583,0.0151,0.0715,0.939,173.871,144360,3
Lu Ren Jia,Justin,,,,,,,,,,,,,
Hide Thou Me,Oak Ridge Boys,,,,,,,,,,,,,
C'est moi le mari,Jean Gabin,,,,,,,,,,,,,
Blue Yodel No. 1(T For Texas),Charlie McCoy,0.573,0.322,4,-14.057,1,0.031,0.355,0.156,0.209,0.747,136.274,157933,4
I Promise My Heart,Ross,,,,,,,,,,,,,
Cordeiro De Nana,João Gilberto / Gilberto Gil / Caetano Veloso,,,,,,,,,,,,,
Melody,Kerson,0.806,0.624,7,-10.398,1,0.0642,7.06e-05,0.82,0.686,0.137,125.004,396752,4
Three Bells / Les 3 cloches,Leon Russel,,,,,,,,,,,,,
Maldito Amor Featuring Tito El Bambino (Version Urbana),Andy Andy,,,,,,,,,,,,,
Rock Of Gibraltar,Nick Cave & The Bad Seeds,,,,,,,,,,,,,
Holly & The Ivy (Album Version),Danny Wright,,,,,,,,,,,,,
No One,Streetwize,0.677,0.572,4,-9.063,1,0.0263,0.119,0.588,0.123,0.64,92.991,265667,4
O Come All Ye Faithful,Nando Lauria,0.161,0.25,10,-13.134,1,0.0309,0.884,0.121,0.201,0.1,102.375,210800,4
Subliminal mit Naturgeraeuschen,Kurt Tepperwein,,,,,,,,,,,,,
The Fortway,Dirty Harry,0.864,0.783,8,-11.741,0,0.0603,4e-05,0.884,0.119,0.904,126.42,554430,4
I Will Turn Your Money Green (Tk. 1),Furry Lewis,0.48,0.087,0,-15.607,1,0.0671,0.989,0.000571,0.113,0.353,105.477,188003,4
I Can't Wait 'Til Christmas (LP Version),Bryan White,,,,,,,,,,,,,
Guitarra Dimelo Tu,Alberto Cortez,,,,,,,,,,,,,
The Raggle Taggle Gypsy,The Chieftains,0.581,0.673,2,-6.206,0,0.0345,0.53,4.98e-05,0.23,0.823,104.825,187933,4
Can You Dance With Me?,Andrew W.K.,0.464,0.978,2,-1.474,1,0.0524,0.0166,0,0.33,0.721,80.959,128000,4
Out Of The Blue,Tommy James And The Shondells,,,,,,,,,,,,,
Shogun [with fade_ for special edition],Trivium,,,,,,,,,,,,,
Quartier Latin,Bloomfield,0.685,0.518,10,-11.106,0,0.0304,0.00334,0.666,0.0507,0.4,90.02,277333,4
Wide Awake In A Dream,Coraleena Ellis,,,,,,,,,,,,,
Satin Doll,Terry Callier,0.409,0.0534,7,-20.095,1,0.0308,0.68,7.88e-06,0.145,0.116,61.111,258133,4
No Night In Zion - Original,Count Ossie,,,,,,,,,,,,,
Outro,Rakim,0.648,0.0841,0,-22.554,1,0.808,0.676,0,0.12,0.657,80.852,79867,5
Buddy and Santa's Flight,John Debney,,,,,,,,,,,,,
The Happy Organ,"""""""Dave """"""""Baby"""""""" Cortez""""""",,,,,,,,,,,,,
So In Love,Bescenta,,,,,,,,,,,,,
Hurry Hurry Baby (Dj Edit),Fyah Blaze,,,,,,,,,,,,,
Jody,Jeff Beck Group,,,,,,,,,,,,,
Get Back,F4,0.649,0.965,2,-10.796,1,0.0403,0.0108,0.0782,0.276,0.744,135.063,279414,4
Improv #1,Gonzalo Rubalcaba,0.291,0.167,10,-23.477,1,0.0577,0.966,0.931,0.106,0.186,68.724,206133,3
Losing Weight Part 2,Cam'Ron / Juelz Santana,,,,,,,,,,,,,
Goofy Golf,Mack and Jamie,0.705,0.339,3,-22.068,0,0.876,0.63,0,0.128,0.753,50.736,65960,3
Tudo E Ilusao (1997 Digital Remaster),Clara Nunes,,,,,,,,,,,,,
Distant Voices,Atman,,,,,,,,,,,,,
Rain Please Go Away,The Del McCoury Band,0.598,0.571,11,-10.287,1,0.0294,0.174,0.000354,0.191,0.917,104.864,164547,4
Star,Krystof,,,,,,,,,,,,,
Love Without Fear,Katie Armiger,,,,,,,,,,,,,
Kids In the Store,George Lopez,0.435,0.726,10,-14.431,1,0.937,0.847,0,0.885,0.362,85.097,260840,5
Give Me Your Word,Frank Ifield,0.509,0.277,4,-13.98,1,0.0319,0.582,4.02e-06,0.227,0.516,101.615,152907,4
Fingerprints,Minipop,0.362,0.709,2,-4.86,1,0.0338,0.0232,7.03e-05,0.18,0.246,160.3,165133,4
Track TAKE FIVE,Antonio Koudele,,,,,,,,,,,,,
I Only Have Eyes For You (Album Version),John Stevens,,,,,,,,,,,,,
Jody,Eddie Turner,0.662,0.892,9,-3.66,1,0.061,0.00548,0.00574,0.124,0.743,107.045,278307,4
Easier By Now,Jamie Richards,,,,,,,,,,,,,
(Wake Up) Time to Die,Lizzy Borden,0.207,0.828,9,-9.083,0,0.0851,0.00545,0.000352,0.115,0.166,84.285,371293,4
Where the Rats 3,DJ Slugo,,,,,,,,,,,,,
Spirit and Machine,Marcelo Radulovich,,,,,,,,,,,,,
Dept. Of Youth,Pretty Boy Floyd,0.518,0.832,11,-14.044,1,0.0407,0.000103,2.1e-06,0.133,0.63,139.982,179480,4
Turntable Terrorist,Sonic Subjunkies,0.394,0.974,6,-10.829,0,0.158,0.866,0.562,0.241,0.0334,99.656,327733,4
PDA,Backstreet Boys,0.798,0.84,6,-6.559,0,0.0879,0.00518,0,0.142,0.867,122.958,228400,4
Porcelain Man,John Debney,0.0711,0.0984,10,-37.014,1,0.134,0.8,0.092,0.0987,0.05,76.788,77560,4
Did You Ever Go Sailin',Isaacs,,,,,,,,,,,,,
Vollmond,In Extremo,,,,,,,,,,,,,
Moving Up,Gustavo Santaolalla,0.457,0.188,11,-16.323,0,0.0407,0.934,0.916,0.116,0.153,75.027,95720,4
Give Your Heart a Home,Don Francisco,0.564,0.182,7,-15.483,1,0.029,0.855,2.37e-05,0.185,0.302,103.678,280733,4
Tigers Fucking (Spoken Word) (Album Version),Joe Rogan,,,,,,,,,,,,,
Nobody's Perfect,Mike And The Mechanics,,,,,,,,,,,,,
Hao Lai Hao Qu,Alex Fong,,,,,,,,,,,,,
Real McKoy Feat. Busy Signal,Mavado,,,,,,,,,,,,,
This Train (Munk Edit),Who Made Who,,,,,,,,,,,,,
Knowledge Is King,Kool Moe Dee,0.905,0.601,0,-15.904,1,0.301,0.00631,2.4e-06,0.107,0.526,107.846,219773,4
Piano Sonata No. 28 in A Op. 101 (1993 Digital Remaster): III.    Adagio_ ma non troppo,Solomon,,,,,,,,,,,,,
Decir Adios,Carlos Ponce,0.593,0.517,1,-8.567,0,0.0278,0.311,0,0.124,0.227,126.954,269933,4
I Remember,Patrick Lamb,0.666,0.846,9,-5.739,0,0.0513,0.187,0.139,0.178,0.952,92.992,290373,4
The Last Round,Amoral,0.252,0.92,7,-5.642,1,0.0962,6.2e-06,0.841,0.145,0.265,106.456,520907,3
You've Never Been Right - (Live In Boston_ MA 2008),Melvins,,,,,,,,,,,,,
When I Grow Up,Fever Ray,0.546,0.63,0,-9.674,1,0.0505,0.37,0.443,0.138,0.551,184.106,271280,4
Somos Gitanos,Gipsy Kings,,,,,,,,,,,,,
Luv,Stan,0.86,0.436,5,-9.665,1,0.0461,0.238,3.51e-06,0.123,0.55,120.007,257013,4
Let Me Go Home Whiskey,Asleep At The Wheel,0.629,0.376,9,-15.606,1,0.0623,0.811,0.0025,0.0717,0.55,142.997,255160,4
Magdalaine,L.A. Guns,0.251,0.771,1,-13.096,1,0.0605,0.002,4.8e-05,0.0683,0.361,156.599,368547,4
Gaviota Traidora,Flor Silvestre,0.633,0.479,10,-4.093,1,0.0389,0.568,2.61e-06,0.0966,0.903,129.534,162273,4
Sweet & Dandy,Toots & The Maytals,0.623,0.753,4,-4.664,1,0.137,0.301,0,0.309,0.9,163.236,169547,4
Better,Vivian,0.398,0.942,9,-5.505,1,0.0581,1.7e-05,2.43e-06,0.133,0.425,140.015,184640,4
Wichita Cathedral [live],Butthole Surfers,0.259,0.902,9,-5.802,1,0.0718,0.0125,0.00276,0.673,0.19,109.107,165387,4
Piece Of My Heart,Janis Joplin,,,,,,,,,,,,,
Si Yo Tuviera,Los Brujos,0.64,0.335,7,-17.054,0,0.889,0.481,0,0.211,0.779,88.657,36547,1
Merzwaltz,Atom,0.547,0.309,1,-12.926,1,0.371,0.0852,0.892,0.159,0.334,161.865,331893,3
Hot Night Downtown,Charlie Peacock,0.763,0.64,11,-9.923,0,0.0314,0.492,0.000235,0.195,0.878,118.16,203600,4
No More Blues,Jimmy Wyble,,,,,,,,,,,,,
Ugly Like Me (Demo Version),Die Symphony,,,,,,,,,,,,,
Tootie Blues,Paul Geremia,0.628,0.342,11,-8.574,1,0.059,0.795,0.0344,0.0869,0.825,117.604,219467,3
II Allegro,Varios,,,,,,,,,,,,,
The Heretic Anthem (Live version) (Album Version),Slipknot,,,,,,,,,,,,,
Insanity,S.U.P,0.73,0.66,4,-8.235,0,0.0481,0.0248,0.902,0.0963,0.0396,118.023,370627,4
Mr. Bozack,EPMD,0.603,0.648,6,-11.664,1,0.299,0.0308,6.27e-05,0.236,0.563,87.225,159213,4
All Too Human,The Flies,,,,,,,,,,,,,
Time Will Crawl (Extended Dance Mix),David Bowie,,,,,,,,,,,,,
Use Of A Weapon (Album Version),Between The Buried And Me,,,,,,,,,,,,,
Porn,Whitney Cummings,0.319,0.963,3,-2.161,0,0.496,0.873,0,0.963,0.644,86.595,78946,4
Razamataz,Bruce BecVar,0.676,0.35,7,-11.563,1,0.0355,0.16,0.711,0.0931,0.54,91.279,228667,4
Celebration,Vivian,0.484,0.8,5,-4.381,1,0.0652,0.000735,0,0.0991,0.451,105.077,182640,4
Gone But Not Forgotten,The Del McCoury Band,0.435,0.726,0,-6.791,1,0.0319,0.0443,0.00383,0.33,0.731,169.854,190880,4
Why Don't You Spend The Night,Ronnie Milsap,0.62,0.537,2,-10.552,1,0.0308,0.492,7.61e-05,0.115,0.518,113.842,253067,4
Pushing Me Away (Album Version),Linkin Park,,,,,,,,,,,,,
Thank You Mama,The Jackson Southernaires,0.628,0.394,7,-13.581,1,0.0679,0.291,0,0.168,0.476,128.11,249000,3
The Ultimate,The Roots,,,,,,,,,,,,,
In Place Of Love [edit],Terminal 11 feat. b.b0Nd,0.546,0.973,1,-8.486,1,0.109,0.00432,0.00378,0.467,0.118,126.826,114840,4
Wigue,Dobet Gnahoré,,,,,,,,,,,,,
Sangre americana,Bacilos,0.68,0.768,5,-5.255,1,0.0466,0.412,0,0.231,0.909,155.951,229320,4
Hip Hug Her,Jimmy McGriff,0.779,0.517,10,-14.012,0,0.092,0.00225,0.492,0.0634,0.455,105.509,272560,4
Sabina,Sam Fan Thomas,0.71,0.885,1,-7.374,1,0.0611,0.0415,0.00244,0.327,0.856,122.941,428430,4
Grin'in In Ya Face,Smidi Beats,,,,,,,,,,,,,
I'm Going Around In Circles,Jimmy Witherspoon,,,,,,,,,,,,,
Stranger In My Room,Year Long Disaster,0.428,0.909,2,-4.618,1,0.0578,0.000751,4.25e-06,0.16,0.334,166.167,222053,4
Are We Mindless?,Headhunter,,,,,,,,,,,,,
Of Myth And Men (Album Version),Red I Flight,,,,,,,,,,,,,
Bubbles in My Beer,Bob Wills,,,,,,,,,,,,,
Playing the Role of God,Adrenaline,,,,,,,,,,,,,
Be With Me,Mindy McCready,0.41,0.653,2,-8.401,1,0.0462,0.378,7.72e-06,0.349,0.566,177.763,231280,4
Special Someone,Geggy Tah,0.752,0.49,5,-10.006,1,0.0358,0.128,0.00151,0.121,0.635,103.048,231560,4
McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig),Seamus Egan,0.479,0.515,2,-10.059,1,0.0392,0.823,0.366,0.231,0.926,128.109,277867,4
Strange Kinda Feeling (Take 4),Elmore James,,,,,,,,,,,,,
Knowledge Of Self (Evol Intent Remix),BT,,,,,,,,,,,,,
Right Now,Korn,0.56,0.935,11,-3.609,0,0.0986,0.000726,0.000645,0.0776,0.383,102.946,189960,4
Sex Will Sell,Faking David,0.666,0.933,2,-8.263,1,0.324,0.0273,0.00501,0.0693,0.301,106.925,196547,4
Black Betty,Pat Travers,0.675,0.731,8,-8.502,1,0.0614,0.000584,0.00591,0.0513,0.721,114.079,239080,4
Jingle Bell Rock,Bobby Russell,0.634,0.507,0,-13.923,1,0.0318,0.948,0.403,0.3,0.963,137.837,131107,4
Mulin' Around,Sugarman Three,,,,,,,,,,,,,
Hook Of Holland,Eric Burdon,,,,,,,,,,,,,
U Never Nu How Good U Had It,Lisa Lisa & Cult Jam (featuring Full Force),,,,,,,,,,,,,
Garden Of Eden,Donna The Buffalo,0.707,0.827,5,-5.697,0,0.0665,0.0456,0.0502,0.116,0.846,130.397,232587,4
Swinging Down the Lane,Gisele MacKenzie,,,,,,,,,,,,,
Chagall(OS),Mei Chi Chiang,,,,,,,,,,,,,
No Bad Oral Sex / Dick Dessert,Monique Marvez,0.525,0.687,8,-8.813,1,0.816,0.837,0,0.434,0.671,86.661,639600,4
Gone Dead On You Blues,Blind Lemon Jefferson,0.554,0.0771,5,-19.732,0,0.0523,0.978,2.27e-05,0.206,0.413,120.77,166818,4
Sea Of Heartbreak,Zombina & The Skeletons,,,,,,,,,,,,,
Obstacles in My Way,Walter Trout,,,,,,,,,,,,,
Les chasseurs d'esclaves,Gabriel Yared,0.0858,0.318,2,-14.697,1,0.0387,0.261,0.616,0.188,0.035,179.763,119080,3
Ammunition,The Jane Shermans,0.536,0.85,9,-6.549,0,0.0403,0.000109,0.0103,0.0889,0.679,140.119,235493,4
Got To Find My Little Woman,Blind Boy Fuller,,,,,,,,,,,,,
I Love This Town,Bon Jovi,0.482,0.871,2,-4.61,1,0.0455,4.02e-05,4.14e-06,0.323,0.741,134.047,278093,4
When The Sun Comes Out,Dancecore Allstars,0.669,0.981,0,-4.434,1,0.0794,0.00103,0.261,0.0284,0.413,142.963,401160,4
La Marca De Tus Labios,Sergio Dalma,0.561,0.538,0,-5.555,1,0.0285,0.00535,0,0.107,0.375,123.992,276840,4
The Old Rugged Cross (Medley)  (Love To Tell The Story Album Version),Andy Griffith,,,,,,,,,,,,,
Miserere: XII. Ne Projicias,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,,,,,,,,,,,,,
Face Drop,Sean Kingston,0.634,0.827,2,-3.687,1,0.0393,0.00104,0,0.326,0.739,83.994,184573,4
You,Wonderland,0.42,0.881,4,-6.539,0,0.0476,3.72e-06,4.52e-05,0.491,0.777,123.911,173533,4
Hollow Dream,M.I.K.E.,0.619,0.365,6,-11.311,1,0.0649,0.0029,0.932,0.0734,0.277,134.991,442880,4
I Know Somethin (Bout You),Alice In Chains,0.414,0.822,8,-8.972,0,0.0597,7.98e-05,1.78e-06,0.402,0.747,113.363,262360,4
Ego Trip by Nikki Giovanni,Blackalicious,0.683,0.671,1,-5.601,0,0.31,0.223,0,0.103,0.962,75.338,104933,4
Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version),Bill & Gloria Gaither,,,,,,,,,,,,,
Lonely,Gyptian,,,,,,,,,,,,,
Dedicated To The One I Love,The Shirelles,0.462,0.191,10,-11.901,1,0.0339,0.8,0,0.164,0.537,80.536,124187,4
That Blows My Mind (Slammin' and Way Out There!),The Gone Jackals,,,,,,,,,,,,,
Gun Thirsty,Bounty Killer,0.898,0.778,6,-10.078,1,0.391,0.0775,0,0.165,0.901,96.021,231840,4
Uptown,Camp Lo,0.594,0.739,0,-7.719,1,0.428,0.0679,0,0.0845,0.662,182.393,214453,4
Walking In Dub,Burning Spear,,,,,,,,,,,,,
Hold me,Les Hou-Lops,0.549,0.554,2,-9.409,1,0.0271,0.37,0,0.287,0.625,111.82,153747,4
Collapsar,Brand X,0.222,0.201,0,-25.553,1,0.0577,0.937,0.772,0.105,0.0364,85.006,95707,3
Pranafestation,Desert Dwellers,0.57,0.496,10,-11.175,1,0.0271,0.741,0.0593,0.177,0.235,129.987,406200,4
I believe,Casual,,,,,,,,,,,,,
Harlem Shuffle,Righteous Brothers,,,,,,,,,,,,,
Step 2 It,Pinch feat. Rudey Lee,,,,,,,,,,,,,
Let's Get It Started,Black Eyed Peas,0.726,0.769,2,-3.474,1,0.188,0.114,0,0.238,0.771,104.9,218993,4
Sentimental Journey,The Merry Macs,0.894,0.256,0,-11.789,0,0.0438,0.93,0,0.109,0.451,112.658,182813,4
Sleeping My Day Away [Live],D.A.D.,,,,,,,,,,,,,
In The Name Of God (Gentle Revolution Album Version),Scott Krippayne,,,,,,,,,,,,,
There Will Be Blood Tonight,Lizzy Borden,0.256,0.99,10,-2.713,0,0.107,0.000129,0,0.226,0.398,113.298,236360,4
The Drop-Off,The Tragically Hip,0.213,0.959,6,-3.718,0,0.0873,0.000113,4.71e-06,0.366,0.729,166.148,219933,3
Rebelion,Juanes,,,,,,,,,,,,,
Bubulina,Sui Generis,,,,,,,,,,,,,
Seis Perlas Cubanas,Orquesta Sublime,0.592,0.328,2,-7.863,1,0.0613,0.897,0.000493,0.072,0.883,100.71,172849,4
Under The Palms,Photek,0.196,0.231,7,-13.288,1,0.0385,0.758,0.102,0.124,0.0365,97.519,157333,4
Limosna De Amores,Isabel Pantoja,,,,,,,,,,,,,
Mi Alma Esta Enamorada,Bobby Pulido,0.416,0.795,2,-4.754,1,0.0648,0.159,0.000241,0.191,0.836,199.859,229827,4
Immonumental,Flowin Immo et Les Freaqz,,,,,,,,,,,,,
Superstar,BigElf,,,,,,,,,,,,,
Tabloid Junkie,Michael Jackson,0.814,0.877,1,-7.134,0,0.153,0.0866,7.62e-05,0.277,0.579,111.179,272707,4
Pish Tash,Mish Mash,,,,,,,,,,,,,
Borrow Mine,Bebo Norman,0.451,0.685,1,-5.347,1,0.0283,0.00374,3.67e-05,0.144,0.436,144.08,280387,4
Arnold Layne,David Gilmour Featuring Richard Wright,,,,,,,,,,,,,
Running Sabotage,Johnny Pearson,0.61,0.53,5,-14.401,1,0.0272,0.25,0.742,0.108,0.525,108.825,111387,4
Fixin' To Die Blues,Bukka White,0.575,0.425,11,-7.611,1,0.0336,0.857,0.588,0.1,0.573,109.45,170266,4
People Like New (LP Version),Seven Mary Three,,,,,,,,,,,,,
Venice Queen (Album Version),Red Hot Chili Peppers,,,,,,,,,,,,,
It's Not Unusual,Willie Bobo,0.769,0.425,0,-12.653,1,0.0765,0.796,0.000556,0.108,0.929,104.698,141893,4
I Can't,Foxy Brown / Total,,,,,,,,,,,,,
Piranha,Bumblefoot,0.304,0.867,2,-4.247,1,0.0586,0.0302,0,0.0773,0.897,98.299,200707,4
Strangerhood,Schizoid,0.338,0.393,7,-24.532,1,0.532,0.715,0.91,0.116,0.0654,105.005,244667,3
Oute Mia Fora,Irini Merkouri,,,,,,,,,,,,,
Sublime Control,:Blacks On :Blondes,0.797,0.887,10,-7.377,0,0.0469,0.000315,0.874,0.0983,0.365,124.986,383747,4
You Made The Difference To My Life (LP Version),Ben E. King,,,,,,,,,,,,,
Meditations,Joanna Connor,0.246,0.443,7,-7.349,1,0.036,0.624,0.179,0.851,0.24,180.106,306733,3
Death Don't Have No Mercy,Hot Tuna,0.487,0.267,4,-16.546,0,0.0396,0.721,0.215,0.343,0.32,96.149,478347,4
Pus-Filled Carcass,Hemdale,0.396,0.713,10,-8.968,0,0.0482,1.27e-05,0.763,0.217,0.194,120.976,166693,4
The Legionnaire,K.T. Oslin,,,,,,,,,,,,,
She Will Never Let Me Down,Toots & The Maytals,,,,,,,,,,,,,
Life,Cece Winans,,,,,,,,,,,,,
Peace Prayer,Dhamika,,,,,,,,,,,,,
Flash_ Crash and Thunder,The LeRoi Brothers,,,,,,,,,,,,,
On The Boards,Taste,0.51,0.157,9,-20.56,0,0.0446,0.53,0.609,0.159,0.14,80.746,360400,4
Evenfall,Dark Fortress,0.449,0.931,3,-4.487,1,0.0545,3.85e-05,0.288,0.092,0.149,128.01,336320,4
Represent,Deathstar,,,,,,,,,,,,,
Fleeting sound,Time Factory,,,,,,,,,,,,,
Intro,The Germs,,,,,,,,,,,,,
Down On My Knees,Ayo,,,,,,,,,,,,,
No Sé  Lo Que Hacer,Los Auténticos Decadentes,,,,,,,,,,,,,
Hoy,Emilio,0.706,0.573,10,-13.834,1,0.0394,0.0418,0.000323,0.151,0.966,99.257,166467,4
Confused,Deborah Coleman,0.585,0.872,2,-3.163,1,0.0351,0.00343,0,0.0697,0.571,127.015,209440,4
Supercuts,Rodney O & Joe Cooley,,,,,,,,,,,,,
All at sea,Richard Walters,,,,,,,,,,,,,
Port now!,Sirka Ragnar,,,,,,,,,,,,,
Waheera,Arturo Sandoval,0.643,0.356,5,-10.419,0,0.0331,0.735,0.924,0.0726,0.149,100.006,314440,4
Dal labbro il canto,Ramón Vargas,,,,,,,,,,,,,
The All-Ireland,Christie Hennessy,0.698,0.368,7,-14.777,1,0.0356,0.755,1.96e-05,0.0985,0.516,130.874,180773,4
You Are Always On My Mind,Barbara Jones,0.555,0.551,7,-11.455,0,0.0917,0.685,0.0393,0.11,0.591,168.348,225413,4
Dreidel_ Dreidel_ Dreidel_ Dreidel!,Schoolyard Heroes,,,,,,,,,,,,,
Explode (Instrumental),The Hit Factory,,,,,,,,,,,,,
Annie's Angle,Mando Diao,0.361,0.871,9,-4.426,1,0.0583,0.00735,0,0.336,0.706,149.753,182227,4
Caray! (con Loquillo_ directo Enjoy 07),Jaime Urrutia,,,,,,,,,,,,,
Please Come Home For Christmas**,Southside Johnny Lyon,,,,,,,,,,,,,
Father John Macleod's Jig,Natalie MacMaster,,,,,,,,,,,,,
Cutting Edge,The Cutting Edge,0.382,0.513,1,-13.159,1,0.0408,0.658,0.702,0.213,0.505,149.449,481080,4
Zuo Li Bu An,Tanya Chua,,,,,,,,,,,,,
Please Listen To My Demo,EPMD,0.553,0.55,5,-10.738,1,0.174,0.711,4.32e-06,0.195,0.796,91.744,181467,4
Lo and Beholden,Patti Smith,0.756,0.46,0,-7.621,1,0.0252,0.356,8.09e-06,0.107,0.56,97.13,283333,4
Garbage Dump,GG Allin,,,,,,,,,,,,,
Bolivian Surf,Bersuit Vergarabat,,,,,,,,,,,,,
I See You,Grayson Capps,0.426,0.285,7,-12.164,1,0.0511,0.637,1.65e-05,0.477,0.211,168.562,242120,4
And This Too Shall Pass,Stefon Harris,0.419,0.585,10,-10.917,0,0.0487,0.276,0.866,0.107,0.442,135.78,568307,4
Trouble in Mind,Rick Ross,0.479,0.323,7,-8.344,1,0.0371,0.373,0.000505,0.124,0.277,73.223,199837,4
